,sentence,LABEL
2379,favorite sandwich right bagel smoked salmon capers cream cheese also good alfalfa sprouts tomato,1
2380,suits things know,1
2381,xbby yeah,0
2382,got home shooting jennhoffman stopped need nap bad wah wah wah complainnnnn grrr,0
2383,angl sooty winstanley beating brother record policy catch pre cooked food falls fridge,1
2384,forgot tweet think adorable jacob likes disney channel,1
2385,tummy hurts bad right,0
2386,need vacation vacation time want,0
2387,meheyla rather lake haha ill teach swim know sooooooooo slow,1
2388,getting sick issues happening peoples stuff ups fix thats life lead,0
2389,mikecane thanks mike,1
2390,lunch moment check,1
2391,behemothjc fui,0
2392,wks grrr jknowtruth,0
2393,daisymoonstars thanks great time certainly ate enough cupcakes well,1
2394,mileycyrus sad,0
2395,dream last night lost followers,0
2396,dont walk text tripped going stairs lol still great day tho,1
2397,grandmasheila ranggrol csquare marywebbjones dams thanks tweets,1
2398,rod time,1
2399,becnewman yeah bro swap saturday night well work better keen,1
2400,trekkie thx norton tip try,1
2401,feel like cooking tonight grilled chicken breast lemon pepper seasoning vegetables yummy,1
2402,beckyp wait ignore contest already,0
2403,might get another dog soon,1
2404,bright sunny day lunch old friend looking forward life good,1
2405,shimmylicious french wooooo know landed hahaha abandon college lol,0
2406,shockhorror,1
2407,taken coffee,1
2408,mileycyrus miley deleted please beg add promise wnt annoy much pleaseee beg,0
2409,love drink dan family without minding,1
2410,rattpakkrush miss tri state area drive hours cali still cali gotta luv bridge crossing,1
2411,gulpanag value,1
2412,tonight kind lame damn friends bailing bailing tomorrow today hopefully mucho better,0
2413,keza mmm mates checking lasses drinking xbox take away,1
2414,gaylechance awww sorry still school summer,0
2415,friend naomil went home house,0
2416,wishing lived cali could gone movie awards,0
2417,stonewallers looking copywriter wishes knew code xhtml,1
2418,cartoonandrew ohhhhhh,0
2419,gack fixed things device stopped responding issue unpairing pairing still getting stuck sync screen,0
2420,melamachinko yes next week sending invite tnite,1
2421,hells yeah seeing luishandshake playradioplay shittiest venue existence july,1
2422,love north jersey earthquakes tornados hurricanes comes perks nyc,1
2423,good morning state play terrific last night russell crowe good actually check,1
2424,thesourceress yep nick said would come well,1
2425,totally wid monarchy affiliated cuz long weekend baby,1
2426,miss alexis molly,0
2427,mel wow thats biiig deal would love stuff like chicago far fun hon try take pix,1
2428,guitardragon uploaded amp published studio work last night please visit simpletownusa com amp link health care thanks,1
2429,think enjoyed history exam much going fish amp chip shop jodie kati jorja amp catherine,1
2430,ahhhh finally figurd twitpics uploading sending old ones think right,1
2431,whats going football,0
2432,kitkatz lmfao aweee nah sure theres heaps people gotta find hehe,1
2433,lizwoolly good listen hotel radio listening via iplayer tomorrow hopefully,0
2434,feels sad followers must boring,0
2435,chumfm thanks dont know courthouse either learn though nkotb twitter stole pic hates,0
2436,doesnt like work much today,0
2437,catfuel poor tucker need catch,0
2438,rip jack kemp great american patriot always wanted meet never,0
2439,ladies gentlemen sweet charlotte arrived,1
2440,morning looks clock yep still morning,1
2441,lot tweeting weekend tellllll,1
2442,breakfast timeee,1
2443,clean makeup,1
2444,new glasses,1
2445,misterro win sees fine,0
2446,greatfitness thank kindly daniel,1
2447,sitter house watching kiddo leave san diego miss baby love fun crying awww need hug,0
2448,french toast sound yummy,1
2449,juz buffet classmates bye guys seperated surprised cuz lot teachers wonder semifinal result,0
2450,restless nights sleep cheesecake,0
2451,othache need see dentist scared haha,0
2452,zymill thanks guys,1
2453,one year since time low concert miss,0
2454,got back belcourt saw quot fifth element quot awesome uploading photos friday tonight,1
2455,brown chocolate damnnnnn mama didnt know like sorry hear,0
2456,tyrstag hmmm show liked angry beavers rugrats educational cartoons like,1
2457,mattdw congrats feature,1
2458,sedonadreammakr wish native american grp hula dancing tequa plaza come plenty,1
2459,awake sick tired,0
2460,much needed laundry resorting shaving legs wear dress mood dress tomorrow,0
2461,bwister huge makes feel bad fer ppl git sup burnt der faze,0
2462,wish floating adriatic right miss pops,0
2463,bananabby love song david funny episode,1
2464,old world faire sons school amazing glad hope mean got,1
2465,mystery slide check methodology check ray report che wait damn shakes fists rays horrible friday night,0
2466,prepping interview keep prayers,1
2467,queensapphyre could,1
2468,band meeting canceled,0
2469,rissa slighty drowned say,0
2470,hair straightener joined mcmahon bea arthur celeb graveyard,0
2471,doomslay wish gonna warped,0
2472,going make hot chocolate visit favourite music blog,1
2473,hoping followers fixreplies,0
2474,danieleazar exactly prayers,1
2475,summer needs hurrrrry,1
2476,headin airport hours man really gonna miss home,0
2477,die tomorrow would like write twitter,0
2478,chillin tonight least,1
2479,moiswashere wonder agency represents acting tips,1
2480,twitter going crazy tweets love social networking overshadowing awesomeness jolicloud shit isp,0
2481,jimmyfallon lol,1
2482,met jennette mcurdy tay swift concert finale got pics,1
2483,sjusovaren talking someone last week time run sites moment,0
2484,alsoknownaskels thing knows,1
2485,miss baby,0
2486,morning going run morning packing dinner tonight say goodbye paddy leaving,0
2487,ting tings name stuck head,0
2488,watching game orlando,1
2489,yes become fed things working make better least hyperopia,0
2490,beautiful lol kno sayin get hand clap wisdom lol,1
2491,kimkardsashian awww feel sickies expecting see tonight,0
2492,ladyfivestar kiara hall yes nice ring say,1
2493,adamsinger true,1
2494,know tweet updated recommending people like crazy quot worries tweet quot nospam,1
2495,amp think nothing get better sun starts shine,1
2496,dont want rudy die god going cry death say going happen,0
2497,pressing key safari beta input box selected causing crash,0
2498,hey new add,1
2499,blastingadookie know,1
2500,feel free,1
2501,shakes sadly robot songs library,0
2502,patrickcourtney hahaha yeah bit occupied according semprafi exist,1
2503,looking forward bank holiday weekend,1
2504,jeremydempster could die happiness finally redid animorphs well die,1
2505,tired broke good,0
2506,phemom tweet thanks retweet,1
2507,katemeadows cool anberlin might see supporting might,1
2508,snapfish cut faces photos,0
2509,mamaanna cincinnati come see,1
2510,donniewahlberg unfortunately find way doesnt apply getting nkotb fix also applies putting fix get rest done,0
2511,everyone constantly retweeted would make,1
2512,watch thanks,1
2513,ichsi alzaidy azra son ktnya jgn buru hehehehehe,1
2514,hmmmm boredd watching cousin,1
2515,wow still replaying last night wanna come back pink come back,0
2516,aliciawag sorry sucks wish helpful advice still studying almost done,0
2517,love weird weird people hah,1
2518,msn hacked hopefully away changed password,0
2519,huaaaa get ready test yaaa semuuaa thankyou,1
2520,jonasbrothers amazing see sat,1
2521,love shopping bristol farms,1
2522,bella must know slipped medicine food eating,0
2523,btcare haha rhyme actually question get order new btv remote mine getting tired,0
2524,stefanieex didnt think would either lol,1
2525,ramielemalubay still plane right fun california,1
2526,dead town last two nights felt nothing tough get old,0
2527,doesnt want get outta bed needs get ready work,0
2528,laughingyogini true big discussion twitter right took surprise,1
2529,suspiciousminds sorry hear kristen,0
2530,going hin weekend,1
2531,firebuilt hugs sorry bringing back memories,0
2532,brothers description suck,0
2533,zack addy haha spaghetti figure,0
2534,thanks habs nhltweetup chi,1
2535,school going pool get home maryland tomrroow jimmy graduation school,1
2536,sold painting village arts putney inn scene little long pond acadia never got photo painting,0
2537,erinhere thanks heads see things late night person,1
2538,boxxybabee amazing choice love movie,1
2539,twitter sometime still get magic,0
2540,wrong mobile today terribly slow connection,0
2541,lilyjang talks burgers sad day tomorrow without great smile brighten day,0
2542,read drank medicine ate cookie new blog sleep goodnight hope wonderful day,1
2543,headache sore neck back face three days,0
2544,revising byron garden well hot canto amp done amp woo,1
2545,happy weather looks perfect good countryside walk today,1
2546,makan dkt secret recipe times square dgn beloved cousin,1
2547,bhotaileprompt quot last time socialist communist quot god get right already,1
2548,hosamkamel talking foriegn companies keep hearing friends seas,1
2549,got back city broke school moro exams wks,0
2550,figuring wants dream build,1
2551,class almostt,0
2552,sunday night slow jams head hurts spend majority day doin hmk reason,0
2553,feed looks shakes head may clean,0
2554,storm bawww afraid,0
2555,oneseasonmlb thanks alot,1
2556,blizzardskies nothing ever help iran giving illusion helping iran,0
2557,drshagwell working always whatcha doon,1
2558,anca foster thanks glad missed wish could stayed around though lol well live learn,1
2559,twilightchill actually find character limit focuses thinking,1
2560,aussie matelc thanks course gonna follow sparkling evening,1
2561,mosquitos everywhere groosss freaking,0
2562,little bit headache kind feel sick,0
2563,harry potter clip awesomeee actually beyond awesome sooo stoked,1
2564,basundra wish love money beach thus meaning cant miss hours,0
2565,franki,1
2566,got new sidekick today using right yayy also phone wit deryl,1
2567,sorry good enough,1
2568,dannywood mornin lay sinning eating cinnamon roll,1
2569,jeez got computer charger back thank cheesecake twittered ages lol,1
2570,maddieque got haha well teen pop country hard rock classic luv lot kind,1
2571,michellecorona coldish thought,0
2572,mccato sold get see,0
2573,melissa gutted beaten aha,1
2574,get jimmy jams know early need curl front fire keep pole position safe,1
2575,mondgutierrez great tween heart excited new moon yet cannot deny love robert downey,1
